rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs._(2013),total_docs._(3years),total_refs.,total_cites_(3years),citable_docs._(3years),cites_/_doc._(2years),ref._/_doc.,%female,overton,sdg,country,region,publisher,coverage,categories,areas,year,total_docs._(2014),total_docs._(2015),total_docs._(2016),total_docs._(2017),total_docs._(2018),total_docs._(2019),total_docs._(2020),total_docs._(2021),total_docs._(2022),total_docs._(2023),areas_split,Min_Percentile_own,sjr_best_quartile_own
3774,19700194105,Sustainable Cities and Society,journal,"22106715, 22106707","1,100",Q1,130,,585,26179,3209,583,"5,52","53,98","29,36",79,400,Netherlands,Western Europe,Elsevier B.V.,2011-2023,"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Transportation (Q1); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Engineering; Social Sciences,2018,,,,,485.0,,,,,,"['Energy', 'Engineering', 'Social Sciences']",1.1559990265271356,D1
5065,21100826280,Frontiers in Environmental Science,journal,2296665X,"0,896",Q1,77,,253,10809,879,239,"3,61","69,74","36,82",36,97,Switzerland,Western Europe,Frontiers Media SA,2013-2023,Environmental Science (miscellaneous) (Q1),Environmental Science,2018,,,,,155.0,,,,,,['Environmental Science'],10.306686777275011,Q1
5067,21100253674,Nanomaterials,journal,20794991,"0,896",Q1,126,,811,54993,3644,798,"4,24","51,59","36,22",16,237,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2011-2023,Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1),Chemical Engineering; Materials Science,2018,,,,,1066.0,,,,,,"['Chemical Engineering', 'Materials Science']",13.069094804499196,Q1
5159,21100220478,Urban Climate,journal,22120955,"0,885",Q1,75,,159,6874,702,155,"4,00","54,99","28,88",28,113,Netherlands,Western Europe,Elsevier B.V.,2012-2023,"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1); Atmospheric Science (Q2)",Earth and Planetary Sciences; Environmental Science; Social Sciences,2018,,,,,125.0,,,,,,"['Earth and Planetary Sciences', 'Environmental Science', 'Social Sciences']",5.219713522699684,D1
5247,21100255493,Journal of Environmental Chemical Engineering,journal,"22133437, 22132929","0,876",Q1,127,,1524,38877,6436,1521,"4,15","50,56","34,34",9,423,United Kingdom,Western Europe,Elsevier B.V.,2013-2023,Chemical Engineering (miscellaneous) (Q1); Pollution (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1),Chemical Engineering; Environmental Science,2018,,,,,769.0,,,,,,"['Chemical Engineering', 'Environmental Science']",10.860366713681241,Q1
5252,15168,Hydrobiologia,journal,"15735117, 00188158","0,875",Q1,165,,1264,30940,3065,1238,"2,24","70,00","39,15",61,202,Netherlands,Western Europe,Springer Netherlands,1948-2023,Aquatic Science (Q1),Agricultural and Biological Sciences,2018,,,,,442.0,,,,,,['Agricultural and Biological Sciences'],14.082840236686389,Q1
5634,23918,Environmental Science and Pollution Research,journal,"09441344, 16147499","0,828",Q1,179,,6688,168818,21717,6571,"2,99","52,48","40,77",261,1890,Germany,Western Europe,,1994-2023,"Pollution (Q1); Environmental Chemistry (Q2); Health, Toxicology and Mutagenesis (Q2); Medicine (miscellaneous) (Q2)",Environmental Science; Medicine,2018,,,,,3217.0,,,,,,"['Environmental Science', 'Medicine']",16.52839821314614,Q1
5822,21100324365,Journal of Water Process Engineering,journal,22147144,"0,810",Q1,89,,421,8352,1593,420,"3,39","49,71","34,18",1,128,United Kingdom,Western Europe,Elsevier Ltd,2014-2023,"Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1); Biotechnology (Q2); Safety, Risk, Reliability and Quality (Q2)","Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Environmental Science",2018,,,,,168.0,,,,,,"['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Engineering', 'Environmental Science']",6.7128900094547745,D1
6728,13909,Geobios,journal,"00166995, 17775728","0,712",Q2,58,,107,3238,174,106,"1,33","73,59","29,05",0,4,France,Western Europe,Elsevier Masson s.r.l.,"1966, 1968-2023",Space and Planetary Science (Q2); Stratigraphy (Q2),Earth and Planetary Sciences,2018,,,,,44.0,,,,,,['Earth and Planetary Sciences'],22.059758423394786,Q1
7016,76627,Materials,journal,19961944,"0,686",Q2,168,,3095,116943,10564,3078,"3,25","44,18","31,73",27,494,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2008-2023,Materials Science (miscellaneous) (Q2),Materials Science,2018,,,,,2647.0,,,,,,['Materials Science'],12.630208333333334,Q1
7855,62932,Energies,journal,19961073,"0,612",Q1,152,,3988,146639,13221,3956,"3,17","41,55","24,34",184,1979,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2008-2023,"Electrical and Electronic Engineering (Q1); Control and Optimization (Q2); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Engineering; Mathematics,2018,,,,,3529.0,,,,,,"['Energy', 'Engineering', 'Mathematics']",9.5351137487636,D1
7910,21100374601,IEEE Access,journal,21693536,"0,609",Q1,242,,3895,239463,20526,3865,"4,97","39,20","27,09",0,1004,United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2023,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),Computer Science; Engineering; Materials Science,2018,,,,,6108.0,,,,,,"['Computer Science', 'Engineering', 'Materials Science']",7.281105990783409,D1
7942,15026,Flow Measurement and Instrumentation,journal,09555986,"0,607",Q1,69,,364,3434,800,358,"2,27","28,15","17,90",0,16,United Kingdom,Western Europe,Elsevier B.V.,1989-2023,Electrical and Electronic Engineering (Q1); Computer Science Applications (Q2); Instrumentation (Q2); Modeling and Simulation (Q2),Computer Science; Engineering; Mathematics; Physics and Astronomy,2018,,,,,122.0,,,,,,"['Computer Science', 'Engineering', 'Mathematics', 'Physics and Astronomy']",9.210060219624513,D1
8749,21100240100,Sustainability,journal,20711050,"0,549",Q2,169,,4543,287803,14111,4502,"2,92","59,28","37,48",824,3809,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2009-2023,"Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Environmental Science; Social Sciences,2018,,,,,4855.0,,,,,,"['Energy', 'Environmental Science', 'Social Sciences']",12.157413914265636,Q1
9877,21100317906,MethodsX,journal,22150161,"0,478",Q2,46,,190,3275,335,190,"1,42","18,19","37,96",3,55,Netherlands,Western Europe,Elsevier B.V.,2014-2023,Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3),"Biochemistry, Genetics and Molecular Biology; Health Professions",2018,,,,,180.0,,,,,,"['Biochemistry, Genetics and Molecular Biology', 'Health Professions']",28.54785478547855,Q2
10784,21100399705,Minerals,journal,2075163X,"0,427",Q2,58,,433,32170,1102,428,"2,45","53,80","32,62",20,84,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2010-2023,Geotechnical Engineering and Engineering Geology (Q2); Geology (Q3),Earth and Planetary Sciences,2018,,,,,598.0,,,,,,['Earth and Planetary Sciences'],30.552220888355343,Q2
10795,21100411756,Heliyon,journal,24058440,"0,426",Q1,88,,449,25954,754,449,"1,65","44,98","32,19",44,184,Netherlands,Western Europe,Elsevier B.V.,2015-2023,Multidisciplinary (Q1),Multidisciplinary,2018,,,,,577.0,,,,,,['Multidisciplinary'],14.545454545454545,Q1
12038,21100372856,Data in Brief,journal,23523409,"0,366",Q1,52,,1854,14766,1743,0,"0,98","9,21","0,00",41,484,United States,Northern America,Elsevier Inc.,2014-2023,Multidisciplinary (Q1); Education (Q2),Multidisciplinary; Social Sciences,2018,,,,,1604.0,,,,,,"['Multidisciplinary', 'Social Sciences']",18.367346938775512,Q1
12542,12000154347,Environmental Engineering and Management Journal,journal,15829596,"0,345",Q3,46,,774,11590,936,765,"1,15","38,38","38,44",1,192,Romania,Eastern Europe,Gh. Asachi Technical University of Iasi,"1988, 2002-2023","Environmental Engineering (Q3); Management, Monitoring, Policy and Law (Q3); Pollution (Q3)",Environmental Science,2018,,,,,302.0,,,,,,['Environmental Science'],39.10034602076124,Q2
13589,21100774305,"Journal of Sustainable Development of Energy, Water and Environment Systems",journal,18489257,"0,305",Q3,23,,108,2129,157,106,"1,60","44,35","26,81",5,41,Croatia,Eastern Europe,"International Centre for Sustainable Development of Energy, Water and Environment Systems SDEWES",2013-2023,"Energy Engineering and Power Technology (Q3); Environmental Science (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q3); Water Science and Technology (Q3)",Energy; Environmental Science,2018,,,,,48.0,,,,,,"['Energy', 'Environmental Science']",18.622628250175683,Q1
19705,16400154787,Sustainability,journal,"19370709, 19370695","0,171",Q3,0,,0,0,0,0,"0,00","0,00","0,00",0,0,United States,Northern America,Mary Ann Liebert Inc.,2009-2020,"Geography, Planning and Development (Q3); Education (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)",Energy; Environmental Science; Social Sciences,2018,,,,,0.0,,,,,,"['Energy', 'Environmental Science', 'Social Sciences']",12.157413914265636,Q1
22897,21100773812,Chemistry Journal of Moldova,journal,"18571727, 23451688","0,135",Q4,10,,58,758,29,56,"0,50","28,07","52,81",0,0,Moldova,Eastern Europe,"Institute of Chemistry, Academy of Sciences of Moldova",2016-2023,Chemistry (miscellaneous) (Q4); Environmental Chemistry (Q4); Process Chemistry and Technology (Q4),Chemical Engineering; Chemistry; Environmental Science,2018,,,,,27.0,,,,,,"['Chemical Engineering', 'Chemistry', 'Environmental Science']",48.14004376367615,Q2
31987,21100924827,Communications Biology,journal,23993642,,-,73,,0,12224,0,0,"0,00","51,36","34,59",18,55,United States,Northern America,Springer Nature,2018-2023,"Agricultural and Biological Sciences (miscellaneous); Biochemistry, Genetics and Molecular Biology (miscellaneous); Medicine (miscellaneous)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",2018,,,,,238.0,,,,,,"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",1.7063492063492063,D1
467,27567,Renewable and Sustainable Energy Reviews,journal,"13640321, 18790690","3,632",Q1,421,,3881,75731,58025,3833,"14,75","110,56","27,30",150,625,United Kingdom,Western Europe,Elsevier Ltd,1997-2023,"Renewable Energy, Sustainability and the Environment (Q1)",Energy,2019,,,,,,685.0,,,,,['Energy'],0.5621925509486999,D1
696,29372,Energy Conversion and Management,journal,01968904,"2,924",Q1,250,,3224,64460,29167,3197,"9,14","51,28","24,32",24,915,United Kingdom,Western Europe,Elsevier Ltd,1979-2023,"Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Nuclear Energy and Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy,2019,,,,,,1257.0,,,,,['Energy'],1.0541110330288124,D1
1140,29348,Energy,journal,"18736785, 03605442","2,166",Q1,251,,5694,110849,40071,5670,"6,93","46,58","25,44",129,1584,United Kingdom,Western Europe,Elsevier Ltd,1976-2023,"Building and Construction (Q1); Civil and Structural Engineering (Q1); Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Industrial and Manufacturing Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Modeling and Simulation (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Engineering; Environmental Science; Mathematics,2019,,,,,,2380.0,,,,,"['Energy', 'Engineering', 'Environmental Science', 'Mathematics']",0.811078140454995,D1
1156,21100924827,Communications Biology,journal,23993642,"2,150",Q1,73,,238,24330,931,222,"3,91","52,21","34,08",30,114,United States,Northern America,Springer Nature,2018-2023,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",2019,,,,,,466.0,,,,,"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",1.7063492063492063,D1
1354,23916,Environmental Pollution,journal,"02697491, 18736424","1,968",Q1,301,,3525,97760,26074,3494,"7,27","60,38","40,24",286,968,United Kingdom,Western Europe,Elsevier Ltd,"1970-1980, 1986-2023","Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Toxicology (Q1)","Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",2019,,,,,,1619.0,,,,,"['Environmental Science', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']",2.9769959404600814,D1
1458,19167,Journal of Cleaner Production,journal,"09596526, 18791786","1,886",Q1,309,,8593,239920,72740,8568,"8,27","59,09","34,48",580,3411,United Kingdom,Western Europe,Elsevier Ltd,1993-2023,"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)","Business, Management and Accounting; Energy; Engineering; Environmental Science",2019,,,,,,4060.0,,,,,"['Business, Management and Accounting', 'Energy', 'Engineering', 'Environmental Science']",1.8393623543838136,D1
1851,25349,Science of the Total Environment,journal,"00489697, 18791026","1,661",Q1,353,,9488,403277,67197,9367,"7,12","64,38","39,73",1142,4161,Netherlands,Western Europe,Elsevier B.V.,"1970, 1972-2024",Environmental Chemistry (Q1); Environmental Engineering (Q1); Pollution (Q1); Waste Management and Disposal (Q1),Environmental Science,2019,,,,,,6264.0,,,,,['Environmental Science'],4.790748898678414,D1
1985,23271,International Journal of Life Cycle Assessment,journal,"09483349, 16147502","1,600",Q1,131,,496,8442,2354,464,"3,77","49,95","38,79",44,166,Germany,Western Europe,,1996-2023,Environmental Science (miscellaneous) (Q1),Environmental Science,2019,,,,,,169.0,,,,,['Environmental Science'],5.93490746649649,D1
2656,19700194105,Sustainable Cities and Society,journal,"22106715, 22106707","1,356",Q1,130,,936,29153,6026,932,"6,53","56,17","32,36",63,418,Netherlands,Western Europe,Elsevier B.V.,2011-2023,"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Renewable Energy, Sustainability and the Environment (Q1); Transportation (Q1)",Energy; Engineering; Social Sciences,2019,,,,,,519.0,,,,,"['Energy', 'Engineering', 'Social Sciences']",1.1559990265271356,D1
2710,21100200805,Scientific Reports,journal,20452322,"1,341",Q1,315,,61799,945318,282853,61797,"4,15","48,39","37,10",1025,5868,United Kingdom,Western Europe,Nature Publishing Group,2011-2023,Multidisciplinary (Q1),Multidisciplinary,2019,,,,,,19536.0,,,,,['Multidisciplinary'],1.6,D1
2751,20292,Ecological Indicators,journal,1470160X,"1,331",Q1,183,,2209,58756,11568,2192,"4,70","63,52","36,97",128,652,Netherlands,Western Europe,Elsevier B.V.,2001-2023,"Decision Sciences (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences; Decision Sciences; Environmental Science,2019,,,,,,925.0,,,,,"['Agricultural and Biological Sciences', 'Decision Sciences', 'Environmental Science']",4.512195121951219,D1
2793,23371,Journal of Environmental Management,journal,"10958630, 03014797","1,321",Q1,243,,2909,102044,18196,2884,"6,23","60,20","36,33",203,1351,United States,Northern America,Academic Press,"1973, 1975, 1977-2023","Environmental Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Medicine (miscellaneous) (Q1); Waste Management and Disposal (Q1)",Environmental Science; Medicine,2019,,,,,,1695.0,,,,,"['Environmental Science', 'Medicine']",6.52294085129906,D1
4056,21100220478,Urban Climate,journal,22120955,"1,042",Q1,75,,209,4841,1000,208,"4,37","53,79","34,03",17,71,Netherlands,Western Europe,Elsevier B.V.,2012-2023,"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1); Atmospheric Science (Q2)",Earth and Planetary Sciences; Environmental Science; Social Sciences,2019,,,,,,90.0,,,,,"['Earth and Planetary Sciences', 'Environmental Science', 'Social Sciences']",5.219713522699684,D1
4183,10600153309,PLoS ONE,journal,19326203,"1,023",Q1,435,,60206,724099,193993,60189,"2,93","46,57","41,46",1867,6114,United States,Northern America,Public Library of Science,2006-2023,Multidisciplinary (Q1),Multidisciplinary,2019,,,,,,15547.0,,,,,['Multidisciplinary'],5.391467416783873,D1
4235,25776,Quaternary International,journal,10406182,"1,015",Q1,125,,2210,39196,4807,2067,"2,05","70,75","35,91",18,120,United Kingdom,Western Europe,Elsevier Ltd,1989-2023,Earth-Surface Processes (Q1),Earth and Planetary Sciences,2019,,,,,,554.0,,,,,['Earth and Planetary Sciences'],13.156230234029096,Q1
4824,15168,Hydrobiologia,journal,"15735117, 00188158","0,928",Q1,165,,1297,24842,3217,1272,"2,48","66,78","37,80",31,145,Netherlands,Western Europe,Springer Netherlands,1948-2023,Aquatic Science (Q1),Agricultural and Biological Sciences,2019,,,,,,372.0,,,,,['Agricultural and Biological Sciences'],14.082840236686389,Q1
4836,21100255493,Journal of Environmental Chemical Engineering,journal,"22133437, 22132929","0,927",Q1,127,,1947,38612,9390,1943,"4,64","55,08","36,31",7,368,United Kingdom,Western Europe,Elsevier B.V.,2013-2023,Chemical Engineering (miscellaneous) (Q1); Pollution (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1),Chemical Engineering; Environmental Science,2019,,,,,,701.0,,,,,"['Chemical Engineering', 'Environmental Science']",10.860366713681241,Q1
